proj_uid,PovertyChange2000,ChangeLFP00,Manuf1970Change,FamilyIncome2000Change,PopulationChange2000,logTotalPopulation,AvGini20112014,PrePostRecessionChange,UV_place,city,state,fips,displayname,citylongitude,citylatitude,TotalPopulation,Unemployment16up,LaborForce16up,Manuf,MedianFamilyIncome,MedianHouseholdIncome,ForeignBorn,FamilieswithChildren,percentPop2064,Poverty,White,BachPlus25up,HousingPre1980,VacancyRate,HomeAffordability,OwnerOccupied,High30GrossRent,MedianMonthlyHousingCosts,BWDI,HWDI,CBSA_POP_2022_5yr,SA_Part_Est2022,logSA_Part,geo_flag
skokie_IL,2.8628364,.46867818,-64.151329,-5.824235,5.884953,11.113582,.3408080656722775,-.0200922172734486,1770122,Skokie,Illinois,1770122,"Skokie, Illinois",-87.74062499999999,42.036445,67076,5.3650374,62.279724,7.878788,113320,91892,38.316238,43.566452,54.544098,7.0163407,49.008587,50.949417,85.426117,4.3168616,3.9448483,74.618492,49.547791,1593,26.204176,22.899914,9566955,.70112169,-4.9602442,Place
smyrna_GA,-1.6221193,4.0470676,-82.483086,32.519405,36.254543,10.930657,.3466662553322797,.0101556019547664,1371492,Smyrna,Georgia,1371492,"Smyrna, Georgia",-84.515086,33.878939,55863,4.1738482,78.353783,5.5307412,125741,92258,14.420994,48.894493,66.315804,5.1194539,43.789272,57.576897,29.094494,6.4018497,4.1199679,57.22443,46.662125,1650,28.706949,43.658188,6094752,.91657543,-4.6922812,Place
somerville_MA,-1.8206586,8.4512711,-65.560417,56.000622,3.8539972,11.295566,.3212107445770066,.0102001524182767,2562535,Somerville,Massachusetts,2562535,"Somerville, Massachusetts",-71.10535,42.391549,80464,2.783711,79.099854,8.1151085,140931,120778,23.654057,38.268177,76.716301,6.5656185,68.715202,67.180077,83.049065,5.4488044,7.1246419,33.63208,36.894913,2405,37.107998,33.314003,4912449,1.6379609,-4.1117182,Place
southbend_IN,4.1838465,-.5481689,-47.120949,-9.9699869,-4.3650093,11.5433,.311105835412086,.0143176811430788,1871000,South Bend,Indiana,1871000,"South Bend, Indiana",-86.255509,41.672321,103084,5.4931688,63.110279,16.594458,61974,49056,8.5173254,53.810715,56.828411,17.747562,51.110744,28.832882,79.558846,12.802596,2.3197978,58.509827,51.771133,859,47.409283,46.079506,323992,31.816833,-1.1451746,Place
southeuclid_OH,3.8551848,-1.228106,-54.422741,-20.536928,-7.5753069,9.9875526,.3286223605830568,.0351800953563459,3973264,South Euclid,Ohio,3973264,"South Euclid, Ohio",-81.52692999999999,41.521421,21754,5.874033,68.330208,12.127641,82595,75933,4.1049919,45.250332,59.929211,6.662859,41.059116,44.329895,93.94458,6.3228846,1.622483,78.186386,38.954468,1162,30.844536,38.497566,2079759,1.0459865,-4.5602098,Place
southgate_CA,-5.5214467,10.585261,-67.946175,9.1749821,-4.1442285,11.433677,.2997722477119773,.0013737350178641,0673080,South Gate,California,673080,"South Gate, California",-118.201558,33.946226,92381,7.8868508,65.315536,13.695723,68884,67188,41.60704,55.920166,60.826363,11.915361,2.5611327,11.518201,83.924629,2.2316685,8.6161222,44.753345,55.709476,1512,42.362904,34.415493,13111917,.70455754,-4.9553556,Place
southjordan_UT,.76988977,-1.6461234,-59.246952,-.92842013,165.3735,11.265976,.3224568014819786,.0125822419463721,4970850,South Jordan,Utah,4970850,"South Jordan, Utah",-111.964689,40.559157,78118,2.4985156,70.871078,7.4871874,134155,119822,6.3455286,53.45462,54.381836,1.6897321,82.817017,46.150711,9.3635645,2.8281624,4.6694264,84.219574,43.812618,1895,46.282631,23.973101,1254675,6.2261539,-2.7764113,Place
southsanfrancisco_CA,.86326265,1.9757154,-69.639801,18.542233,8.3300304,11.09127,.3356236568275611,.028873886329485,0673262,South San Francisco,California,673262,"South San Francisco, California",-122.43511,37.65469,65596,2.4036281,67.191643,6.4290395,139181,127062,38.90176,40.605446,63.116653,4.3291411,21.778767,39.37685,74.006668,4.5192599,8.7595034,61.64912,52.944069,2640,50.046474,35.337246,4692242,1.3979671,-4.2701511,Place
southfield_MI,.5089339,-4.2833209,-31.865593,-26.135164,-2.7958007,11.239896,.3187587474716743,.0127688285923915,2674900,Southfield,Michigan,2674900,"Southfield, Michigan",-83.251806,42.480952,76107,6.4856367,61.372513,16.110085,84049,63980,7.6891742,42.184223,57.136662,6.3099833,25.056828,37.919193,79.933289,7.4564233,3.3260393,51.145214,55.152977,1286,30.600368,41.48045,4375604,1.7393484,-4.0516596,Place
southgate_MI,6.0505328,-.74553168,-59.73521,-21.894972,-.6238386,10.307218,.3091214184447587,.0107030079174963,2674960,Southgate,Michigan,2674960,"Southgate, Michigan",-83.201491,42.204943,29948,4.754077,62.090786,17.687263,78088,62792,6.1573396,44.516472,59.880459,8.6254797,76.272209,20.219406,78.705322,4.7658801,2.4270608,67.997452,41.273098,1018,32.204052,24.33922,4375604,.68443125,-4.9843373,Place
sparks_NV,-.49341676,-2.1340804,93.107811,4.3753018,62.820667,11.590118,.3103039829397659,.0041461273648877,3268400,Sparks,Nevada,3268400,"Sparks, Nevada",-119.740986,39.548233,108025,6.0784245,68.159225,11.849377,95739,82938,16.024994,48.3409,58.699375,5.9757133,54.143024,25.433025,34.559315,7.1301908,5.1062241,59.397392,49.714893,1533,38.391041,35.377506,490769,22.011374,-1.5136108,Place
spartanburg_SC,2.5637047,-.036755372,-46.182205,-9.8596964,-3.4582715,10.553231,.3146743213930345,-.0155775795331872,4568290,Spartanburg,South Carolina,4568290,"Spartanburg, South Carolina",-81.92976299999999,34.944394,38301,7.5224214,58.913017,16.686872,57381,49140,5.9476252,52.421337,55.434586,21.948225,45.630665,32.975643,69.62886,10.171739,3.3577533,52.954388,51.549633,954,38.482616,39.416813,330119,11.60218,-2.1539772,Place
spokanevalley_WA,.73445094,-1.3450658,-59.901722,2.1656628,195.64908,11.549846,.3150364653951435,.0112243732092457,5367167,Spokane Valley,Washington,5367167,"Spokane Valley, Washington",-117.239832,47.656887,103761,5.7682905,64.138496,7.5803847,79665,66483,5.1628261,46.049679,58.839066,8.1366558,83.079384,25.328934,55.089115,5.3966966,4.6282506,57.733898,50.613914,1193,43.473297,24.102808,585485,17.722229,-1.7303504,Place
spokane_WA,-2.6960216,-1.6480194,-39.17477,13.868955,16.507267,12.336759,.3219427872337467,.0113277567789197,5367000,Spokane,Washington,5367000,"Spokane, Washington",-117.411314,47.678841,227922,6.1668997,62.570179,6.5620923,82941,63316,5.7905774,47.322197,61.053341,8.4178638,79.574593,32.705002,68.32251,5.0910959,4.53124,57.507263,51.245922,1146,40.324707,25.791994,585485,38.928749,-.94343716,Place
springdale_AR,2.0609925,2.5567453,-27.899105,-4.1382604,89.320496,11.370267,.3228122164825257,.005436439345846,0566080,Springdale,Arkansas,566080,"Springdale, Arkansas",-94.140288,36.176437,86705,4.4056487,68.211563,19.075394,71268,59985,24.154316,59.046661,57.225071,10.84736,39.8097,23.650375,27.416166,5.5953345,3.4408603,52.055733,35.620132,962,48.015232,45.436089,550596,15.747481,-1.8484898,Place
springfield_IL,3.3933134,-7.0731783,-59.339832,-4.1907516,2.4763579,11.645829,.3077242647905259,-.0199507281592998,1772000,Springfield,Illinois,1772000,"Springfield, Illinois",-89.659852,39.785752,114214,6.6422448,60.609989,5.4916449,86647,62419,4.2315302,45.549969,57.115589,11.792124,69.675346,34.723427,65.93959,10.841,2.3662667,62.397903,47.362152,955,48.447182,40.534542,208406,54.803604,-.6014142,Place
springfield_MA,.13401267,-1.4734159,-68.992355,-3.1788218,2.1192515,11.953146,.3102391325337854,.0323584356657624,2567000,Springfield,Massachusetts,2567000,"Springfield, Massachusetts",-72.550884,42.112247,155305,8.7261839,57.320381,9.1962538,61936,47677,10.257236,53.966991,58.671005,19.452164,28.22768,19.986061,83.842201,7.5847893,4.1634331,47.798042,57.221718,1198,37.495716,39.575348,689486,22.52475,-1.4905555,Place
springfield_MO,1.7917325,-4.9265213,-54.550117,-8.853406,11.408498,12.036902,.3198702697344056,-.0066536524267242,2970000,Springfield,Missouri,2970000,"Springfield, Missouri",-93.28631799999999,37.192291,168873,4.8141742,59.590847,8.6840439,61245,43450,3.5867193,42.440239,61.89859,11.727443,84.112915,29.966949,56.811417,5.046114,3.36939,42.32579,50.838924,863,35.669861,33.425972,477056,35.398991,-1.038487,Place
springfield_OH,4.0914826,-2.2918708,-44.916988,-22.489861,-10.271122,10.979258,.2975632717155132,-.0020820892963603,3974118,Springfield,Ohio,3974118,"Springfield, Ohio",-83.799454,39.929595,58645,9.0959883,58.46669,19.373079,54509,45113,3.0607893,54.94331,55.375565,17.543463,70.213997,14.640146,83.216934,13.125496,2.2632058,51.425491,40.717812,767,47.340462,47.413033,135877,43.160358,-.84024775,Place
springfield_OR,-3.0463507,-2.2211792,-66.519012,-.17194517,16.790255,11.030687,.3048521999282341,.0043819208459328,4169600,Springfield,Oregon,4169600,"Springfield, Oregon",-122.980175,44.052834,61740,6.1186166,65.878609,10.931148,67580,60982,5.9183674,49.309589,60.769356,11.802562,76.081955,20.681747,61.868416,2.0038354,4.8079762,53.951836,49.696312,1188,42.359276,24.997616,382218,16.153086,-1.8230591,Place
saintcharles_MO,-1.8039197,-6.2547455,-57.676498,.31964266,17.184729,11.166017,.3121840716657241,.0219001529207185,2964082,St. Charles,Missouri,2964082,"St. Charles, Missouri",-90.49179700000001,38.808528,70687,2.5140953,65.653107,13.48353,106426,83589,5.4932308,39.574566,61.311131,2.7958724,79.543617,43.965256,40.638737,5.8972335,3.106868,66.804436,35.508942,1202,26.376839,40.347771,2813523,2.5124018,-3.6839311,Place
saintclairshores_MI,2.5325811,3.8865833,-51.73996,-11.609043,-7.0368962,10.979445,.2868276736431238,.005409372319707,2670760,St. Clair Shores,Michigan,2670760,"St. Clair Shores, Michigan",-82.89644199999999,42.491976,58656,4.6529894,63.979614,17.740873,92322,71481,4.2382708,36.152843,60.399616,5.1012411,87.585243,28.789928,90.262642,3.7722547,2.5363383,83.194725,45.131916,1087,41.804203,38.170967,4375604,1.3405236,-4.3121099,Place
saintcloud_MN,8.3478222,-1.2522036,-33.141552,-14.136322,16.585176,11.140556,.2885603599581849,.0082293602869653,2756896,St. Cloud,Minnesota,2756896,"St. Cloud, Minnesota",-94.185697,45.553938,68910,7.1017818,70.281372,11.580847,76384,58910,12.330576,52.345665,60.657383,13.339679,68.843422,29.833265,50.820457,5.7569513,3.2184689,48.206024,43.109978,978,40.969864,21.886385,3678328,1.8734055,-3.9774122,Place
saintgeorge_UT,-1.3668987,-1.2111876,-7.8434243,16.897917,93.653221,11.473914,.3249137076225803,.0161407848161132,4965330,St. George,Utah,4965330,"St. George, Utah",-113.581491,37.096758,96174,3.3048201,56.32431,8.7353992,86120,69333,7.0299664,45.267857,48.852081,5.994318,81.097801,32.623978,11.665043,15.38846,5.9884901,67.657051,51.904667,1249,61.822704,30.215143,183297,52.468945,-.64494872,Place
saintjoseph_MO,3.7601101,-1.2386928,-29.652452,-5.7103953,-2.4219489,11.187167,.2959611684511194,.0016849704625694,2964550,St. Joseph,Missouri,2964550,"St. Joseph, Missouri",-94.823835,39.76477,72198,5.0501528,59.584324,19.832811,68146,54515,4.3740826,48.45443,58.372807,12.823651,79.00219,22.757401,74.762352,13.592057,2.5332477,59.941326,48.977844,846,40.866642,29.402912,121952,59.201981,-.52421522,Place
saintlouispark_MN,1.1778009,.56538934,-48.549446,27.956148,12.178761,10.809728,.3135435338925289,-.0187600404682117,2757220,St. Louis Park,Minnesota,2757220,"St. Louis Park, Minnesota",-93.36372,44.948556,49500,2.8048391,75.757942,10.688198,142528,94263,9.0141411,44.583488,64.331314,4.2118044,78.385857,62.788399,67.456306,4.057013,3.7968237,58.739315,38.040195,1599,38.143841,23.248413,3678328,1.3457202,-4.3082409,Place
saintlouis_MO,-6.5087943,5.6839395,-69.684448,26.474253,-14.409128,12.604909,.3231352077849808,.0108620307746859,2965000,St. Louis,Missouri,2965000,"St. Louis, Missouri",-90.252987,38.623609,298018,5.4196501,66.209015,8.4776554,72655,52941,6.3348522,46.544216,64.530334,14.278257,44.605022,38.61718,86.748528,17.683783,3.2885666,44.857716,46.520683,983,60.556667,36.370094,2813523,10.592343,-2.2450387,Place
saintpaul_MN,.11284653,1.1826377,-53.271652,5.5922928,7.5413284,12.640469,.3320320870621055,.0216045736237035,2758000,St. Paul,Minnesota,2758000,"St. Paul, Minnesota",-93.10977099999999,44.954384,308806,5.0309081,70.281891,11.827478,91077,69919,18.829298,53.357323,61.412342,11.832739,51.286896,42.806877,79.672653,6.4180655,3.7886698,53.017025,49.252666,1303,51.299988,45.743786,3678328,8.3952818,-2.4775004,Place
saintpeters_MO,1.6630716,-7.8998728,,-4.1652188,12.282751,10.962873,.3113675124009679,.0195608816451003,2965126,St. Peters,Missouri,2965126,"St. Peters, Missouri",-90.58125099999999,38.772114,57692,2.8551793,68.991966,13.676121,110028,88708,3.0957499,44.484245,58.235107,3.2106135,86.393265,38.135155,25.034645,3.4808836,2.6728141,80.941727,46.242096,1301,26.613478,26.211039,2813523,2.0505254,-3.8870742,Place
saintpetersburg_FL,-1.3521818,2.2105317,-34.671078,22.708502,4.4760547,12.465907,.3347119016519961,.0127018756220784,1263000,St. Petersburg,Florida,1263000,"St. Petersburg, Florida",-82.665785,27.78697,259343,4.6140451,64.656677,6.8852053,93451,70333,9.781641,38.162785,61.809265,7.863061,63.58683,40.562645,71.288422,18.557873,4.109024,62.597855,54.333603,1332,61.645023,25.963833,3194310,8.1189051,-2.5109749,Place
stamford_CT,1.9285355,3.9230711,-76.818703,-5.6571512,15.65556,11.816085,.3934548157215091,-.0008397950271775,0973000,Stamford,Connecticut,973000,"Stamford, Connecticut",-73.539861,41.072482,135413,5.4574461,71.869041,7.2581067,115324,100718,32.572205,44.432323,63.215492,7.3356972,42.25222,50.382744,61.122841,6.6278195,5.8053179,46.046337,51.841278,2298,45.418194,41.01136,958371,14.129498,-1.9569056,Place
sterlingheights_MI,3.8883581,-5.7701874,-52.425034,-26.822165,7.4499278,11.803682,.3127192820589227,.0148264150925271,2676460,Sterling Heights,Michigan,2676460,"Sterling Heights, Michigan",-83.03153,42.579883,133744,5.8971033,62.33633,22.392637,90488,75381,27.793396,40.484608,59.663986,7.8677311,79.90863,30.838827,57.852661,3.4134607,3.2289305,75.96344,53.53046,1211,38.610493,41.851837,4375604,3.0565836,-3.4878724,Place
steubenville_OH,4.682755,5.7948513,-78.910408,5.0069752,-4.4175649,9.8078022,.3207709256398134,.0123512259438414,3974608,Steubenville,Ohio,3974608,"Steubenville, Ohio",-80.64040199999999,40.368504,18175,7.5597286,55.004902,7.3035874,67750,42725,2.9601102,45.001362,57.001377,19.940071,74.712517,28.417536,89.487358,16.644083,2.8110006,55.161201,49.371632,718,43.243515,53.825554,116536,15.59604,-1.8581532,Place
stockton_CA,-5.9756236,1.3970577,-34.796253,9.9053707,31.283049,12.67617,.3402189951194416,.0189159075342143,0675000,Stockton,California,675000,"Stockton, California",-121.305994,37.982943,320030,7.7274995,60.271252,8.5221338,78345,71612,25.134832,58.092751,56.40971,12.892135,17.604599,18.321922,51.064056,6.1937742,5.3343015,51.688583,55.476044,1470,40.373333,36.410038,779445,41.058701,-.89016742,Place
suffolk_VA,-3.2999165,2.9287937,-60.887218,25.832304,48.964302,11.460115,.3224855217474794,.015751499626075,0000000,Suffolk,Virginia,51800,"Suffolk, Virginia",-76.55679600000001,36.776712,94856,6.3090086,66.50383,12.446459,105023,87758,3.8511004,45.844746,59.235046,7.4771109,47.653286,32.081924,35.472496,6.5101547,3.5825794,70.444405,55.872665,1588,39.0886,31.071913,1798025,5.2755661,-2.9420841,County
sugarland_TX,.4489868,-5.7075396,-78.152336,-1.3177123,73.820427,11.608935,.3434783070776062,-.0145200109896882,4870808,Sugar Land,Texas,4870808,"Sugar Land, Texas",-95.616559,29.601411,110077,4.9731965,63.785965,8.7429256,154209,132247,35.238968,45.739445,57.048248,3.6093347,37.789001,61.321693,13.941738,3.3745811,2.9331479,81.219818,46.513401,1871,43.978413,30.989683,7142603,1.5411328,-4.1726522,Place
sunnyvale_CA,-.37088993,1.6713996,-61.835236,32.040668,17.314056,11.948421,.3071547388105387,-.0091107184166084,0677000,Sunnyvale,California,677000,"Sunnyvale, California",-122.025732,37.370028,154573,4.081543,71.783173,15.813634,190031,174506,49.36179,48.631374,66.48703,3.2836456,27.451107,67.993774,59.922951,4.6701016,9.6311874,44.376427,35.097546,2928,50.867237,39.467026,1981584,7.800477,-2.5509853,Place
sunrise_FL,-.27543464,3.1597521,-56.105213,-7.948698,12.510056,11.477402,.3259905450284178,.0047678943451659,1269700,Sunrise,Florida,1269700,"Sunrise, Florida",-80.276319,26.162535,96510,6.4956241,67.081825,6.379653,77747,66001,42.279556,41.097267,58.239563,7.0466847,24.403688,31.088793,43.03067,10.103043,4.4862957,69.593826,66.760262,1579,49.233986,16.562399,6123949,1.5759438,-4.1503158,Place
superior_WI,-.10334127,1.2844532,-37.477852,20.222208,-2.9450455,10.187237,.2940309063408552,.0153954009046716,5578650,Superior,Wisconsin,5578650,"Superior, Wisconsin",-92.08895,46.70854,26562,3.6679671,66.347984,8.3895712,87096,54935,2.9101725,49.113503,60.959267,9.5111847,88.509903,28.376114,78.814445,6.2092819,2.8287976,58.67421,41.53199,914,64.100075,26.146109,291491,9.1124592,-2.3955276,Place
surprise_AZ,-1.1416713,12.126795,,11.819998,371.96252,11.888556,.2940934928430812,-.0002037089368159,0471510,Surprise,Arizona,471510,"Surprise, Arizona",-112.387358,33.618926,145591,4.5956841,57.603352,6.3867197,94426,87756,7.0553808,44.145111,50.625385,4.479177,65.909294,30.994112,3.2638628,9.9122839,4.0179591,78.437592,53.404099,1511,37.187489,32.46627,4864209,2.9931073,-3.508858,Place
syracuse_NY,2.3461294,-1.7248011,-73.426208,-5.7775998,-.79562271,11.89228,.3387087220359957,.0313314745609294,3673000,Syracuse,New York,3673000,"Syracuse, New York",-76.141296,43.043583,146134,8.5979757,57.025253,6.4932957,54860,43584,13.003135,51.938988,58.234905,24.037701,49.211685,29.725948,87.839737,14.537316,2.705121,40.820553,54.937851,932,44.867775,39.301579,658694,22.185415,-1.505735,Place
tacoma_WA,-4.1511755,2.4627593,-60.884007,20.477921,13.266444,12.297894,.3115771559814524,.0106610170381547,5370000,Tacoma,Washington,5370000,"Tacoma, Washington",-122.460538,47.237175,219234,5.3518543,66.709068,8.0939579,96784,79085,12.142734,46.188366,63.854607,7.2534666,57.189579,32.784912,64.386246,4.9319711,5.2513118,56.794952,53.655689,1654,38.954025,33.743023,4001701,5.4785204,-2.904335,Place
tallahassee_FL,-.13438652,-1.0750246,-41.22197,-7.5346947,31.625107,12.19733,.3315077995821957,.0032732038189489,1270600,Tallahassee,Florida,1270600,"Tallahassee, Florida",-84.291751,30.440236,198259,6.4965053,65.909149,2.5571032,80462,52899,7.3923507,47.977993,63.684875,12.423659,49.469128,49.878304,39.850693,12.463235,4.8469725,39.838234,59.283001,1173,45.646969,26.070051,386064,51.35392,-.66642892,Place
tamarac_FL,4.8247662,11.979062,-47.494247,-8.3569937,28.765202,11.178543,.3159596476788747,.0087738423524956,1270675,Tamarac,Florida,1270675,"Tamarac, Florida",-80.27001799999999,26.219115,71578,5.8734202,61.115993,6.3839593,67739,59140,37.114758,40.507935,53.763725,10.973997,30.46327,28.438839,51.003162,9.5677099,3.9989855,73.723251,67.536308,1431,35.519699,26.022429,6123949,1.168821,-4.4491744,Place
tampa_FL,-1.3671222,1.9887722,-71.983177,17.85602,28.117266,12.870738,.352029700860196,-.0067165676363867,1271000,Tampa,Florida,1271000,"Tampa, Florida",-82.454148,27.988838,388768,5.1878943,66.005753,4.6521502,84185,66802,18.390917,48.706966,62.308628,12.681577,44.056095,43.253727,46.164917,9.2077808,4.9878745,50.501698,53.283333,1429,57.294098,45.529221,3194310,12.170641,-2.1061437,Place
taunton_MA,1.3498298,-2.3007491,-76.000862,2.3886681,6.1812205,10.992656,.3141609654475555,.012511118401827,2569170,Taunton,Massachusetts,2569170,"Taunton, Massachusetts",-71.093541,41.90026,59436,5.5451655,65.878143,10.02871,94646,72782,14.787334,48.709255,62.076855,9.3415909,73.722992,22.913811,64.404167,5.6674714,4.9394083,61.753727,55.218857,1387,19.70389,19.084929,1670949,3.5570204,-3.336247,Place
taylor_MI,4.6962452,-2.1574781,-57.511074,-22.208723,-4.4498086,11.04989,.3082957500110977,.0158067084179761,2679000,Taylor,Michigan,2679000,"Taylor, Michigan",-83.267703,42.231048,62937,7.3506303,61.198067,18.474159,66246,59352,5.6628056,43.241707,60.250729,13.579779,66.912941,15.380685,83.535454,6.2450414,2.229074,65.038689,41.080673,921,41.874447,27.554401,4375604,1.4383614,-4.2416658,Place
taylorsville_UT,2.9319241,-4.5281353,-38.890011,2.8149955,3.9868381,10.997573,.3072514682015923,.0185433829475677,4975360,Taylorsville,Utah,4975360,"Taylorsville, Utah",-111.950268,40.656614,59729,4.5490294,71.090492,14.788569,93445,81417,17.507408,49.784481,58.371979,7.46663,61.60659,23.617371,47.097301,3.7901015,4.4081702,70.434433,45.176136,1390,42.95739,20.34227,1254675,4.7605157,-3.0448141,Place
temecula_CA,.30237132,-3.5692296,,7.9601421,90.785912,11.609271,.332355582497007,.0114365255104075,0678120,Temecula,California,678120,"Temecula, California",-117.114393,33.500272,110114,5.773098,65.017685,8.9234304,118519,111881,16.867973,53.116547,58.334999,5.8773303,50.113518,38.118114,6.4304104,4.1134911,5.4012747,68.308006,55.153572,2354,23.358364,17.912292,4610050,2.3885641,-3.7344778,Place
tempe_AZ,1.4145647,-1.9821343,-59.777077,-3.1138823,14.108747,12.10628,.339808071201234,-.0057555675667706,0473000,Tempe,Arizona,473000,"Tempe, Arizona",-111.92752,33.394312,181005,5.6910353,70.814606,8.2637186,94349,72022,14.277506,40.951942,69.335648,8.9463282,53.458191,48.869938,42.386574,8.4586916,5.3053236,40.656002,50.768101,1444,38.155209,26.362923,4864209,3.7211602,-3.2911348,Place
temple_TX,2.0846283,-.2230583,-45.475613,2.2659388,53.122131,11.332278,.3342174350289439,.0078666936577764,4872176,Temple,Texas,4872176,"Temple, Texas",-97.371109,31.090011,83473,7.0800886,61.517639,9.3269529,77156,61003,7.2286844,52.810555,55.050133,12.930048,51.284843,29.773315,39.35796,7.4992671,3.1359115,52.808064,51.211021,1113,40.99519,26.70969,477577,17.478437,-1.7442021,Place
terrehaute_IN,3.2287638,-2.8299301,-46.392334,-14.292201,-1.7026203,10.978473,.3223266457624285,.0247207077621888,1875428,Terre Haute,Indiana,1875428,"Terre Haute, Indiana",-87.392539,39.469577,58599,7.4699888,55.211098,12.363755,56841,41230,3.8618407,49.620014,58.840595,18.008711,79.008171,23.112783,70.83651,12.052415,2.4157166,53.031879,61.221058,816,37.976109,33.407394,185357,31.614128,-1.151566,Place
texarkana_TX,-2.1395135,-.35717693,-58.813828,2.2033765,3.9503191,10.495598,.3334801093477255,.0058291761901937,4872368,Texarkana,Texas,4872368,"Texarkana, Texas",-94.07611300000001,33.448242,36156,5.7432218,55.85342,9.410037,69379,48054,5.174798,47.341358,56.574291,17.249035,46.932735,23.277132,49.712624,11.655645,3.2962916,50.675056,55.975132,889,43.25288,42.008743,147453,24.520355,-1.4056666,Place
texascity_TX,1.6387073,3.4384511,-70.910492,-1.5062207,27.84856,10.879631,.3681936743357994,.0146731905186834,4872392,Texas City,Texas,4872392,"Texas City, Texas",-94.946935,29.398931,53084,7.0760117,62.646477,8.1842518,73612,61359,7.5917416,48.511372,56.736492,13.644524,36.997967,18.724928,50.49416,8.3647795,2.715168,55.43681,51.350723,1105,44.171936,19.414587,7142603,.74320245,-4.901957,Place
thornton_CO,1.3064513,-2.0062106,-62.137508,3.2854586,72.119591,11.862165,.3113323580176798,.0159043042308094,0877290,Thornton,Colorado,877290,"Thornton, Colorado",-104.956294,39.897949,141799,4.5545049,74.298706,8.3676662,106963,95064,13.979647,56.789875,60.884773,5.3521371,51.096977,30.700033,23.927761,2.6376584,4.6831608,72.739655,55.625099,1819,47.160858,32.97184,2959386,4.7915006,-3.0383265,Place
thousandoaks_CA,1.3422025,-6.1071644,-63.467831,2.1867518,8.1423874,11.748251,.3332577329258056,.0019185553851994,0678582,Thousand Oaks,California,678582,"Thousand Oaks, California",-118.880306,34.191081,126532,4.7947416,62.350922,9.5760851,155005,125399,18.284702,40.230778,57.42421,4.5131674,64.055733,49.626041,57.708031,3.7685089,7.1818752,69.245605,56.772114,2611,30.583872,30.049944,842009,15.027393,-1.8952954,Place
tinleypark_IL,2.1542614,-1.3223785,-72.041763,-2.3157787,14.813744,10.925417,.3163427019444656,.001648697966282,1775484,Tinley Park,Illinois,1775484,"Tinley Park, Illinois",-87.818938,41.580094,55571,5.739821,68.321396,7.6125278,123750,99628,9.5805368,41.348042,58.694286,3.3024297,76.6119,37.783344,37.914463,4.4471626,2.7933915,87.450287,47.819061,1588,43.243778,22.568935,9566955,.58086401,-5.1484089,Place
toledo_OH,4.3047719,-1.5141577,-51.640594,-21.555758,-13.920394,12.506037,.299341299356381,.0134101822735924,3977000,Toledo,Ohio,3977000,"Toledo, Ohio",-83.58539,41.663567,269962,8.1960049,61.947868,16.153946,56943,45405,3.2745349,51.823406,59.034973,18.55394,56.565739,20.244383,84.034615,11.640486,2.1759717,52.426498,47.31694,835,49.932968,36.337273,644547,41.883991,-.87026656,Place
topeka_KS,2.7614079,-3.2273471,-31.046694,-7.6414795,3.3127141,11.747452,.2937803508935947,-.0134585805779024,2071000,Topeka,Kansas,2071000,"Topeka, Kansas",-95.700712,39.031517,126431,4.9925542,61.80069,9.4750147,74579,54052,5.4156022,48.685059,56.743206,11.296617,66.085854,28.460608,69.90181,9.5170612,2.3070376,59.027599,45.935711,915,45.345226,39.729301,232995,54.263393,-.61132032,Place
torrance_CA,.090495877,.41286314,-63.225292,12.487778,5.4427094,11.887615,.315547829028233,-.0089012394709839,0680000,Torrance,California,680000,"Torrance, California",-118.344265,33.835462,145454,5.3157935,64.479599,12.859304,133064,109554,30.417177,44.490459,60.050602,4.6095548,33.403,52.677601,82.537109,6.763608,8.7837963,54.812538,49.883766,2206,35.548126,25.988317,13111917,1.1093267,-4.5014167,Place
torrington_CT,5.9153881,.18237332,-69.330063,-14.777188,.87495029,10.47757,.3138694931654613,-.0118650398255594,0976500,Torrington,Connecticut,976500,"Torrington, Connecticut",-73.113985,41.814769,35510,5.8369761,65.877289,13.746587,81696,66616,13.463813,43.299549,62.055759,10.394144,64.793015,24.603268,74.840424,13.445626,2.7140627,64.001366,48.47826,1221,34.864975,21.738459,185765,19.115549,-1.6546681,Place
tracy_CA,1.2614542,-1.0356215,-44.070118,1.2475395,65.165382,11.451337,.3279639012362083,.0134160239165435,0680238,Tracy,California,680238,"Tracy, California",-121.439667,37.73256,94027,5.4062929,68.265518,10.818669,120421,111717,27.803717,53.703701,60.367767,6.5087147,27.430418,24.431219,23.992983,3,5.525569,63.960934,48.559586,2318,20.634871,19.537264,779445,12.063328,-2.115,Place
trenton_NJ,4.1925712,2.2655554,-78.309128,-8.6992741,5.4471154,11.408175,.3469837422609074,.0116025308222707,3474000,Trenton,New Jersey,3474000,"Trenton, New Jersey",-74.75691500000001,40.220749,90055,10.19727,59.107513,6.7965975,59042,44444,26.206207,53.082253,60.073288,21.794518,13.264116,15.631494,85.352692,11.408269,2.5020251,38.280739,60.978043,1180,48.681873,28.724087,383732,23.468203,-1.4495238,Place
